descs,class
seorang bujangan di inggris yang masih tinggal dengan ibunya yang berusia 41 tahun membakar ayah tirinya karena dia mengambil remote tv darinya dlansir dari mirror co uk 9 oktober 2018 pelaku bernama adrian padley yang menghabiskan sebagian besar waktunya di kamar tidurnya tetapi marah jika dia dilarang menonton tv di tengah malam baca craig lowe jaksa penuntut mengatakan padley marah ketika disuruh turun ke lantai bawah pada jam jam awal pagi untuk menonton televisi peristiwa terjadi pada 10 juli ketika remote televisi diambil oleh ayah tirinya dan ibu pelaku di lantai atas sehingga pelaku tidak dapat menonton televisi jadi peristiwa itu terjadi pada jam jam awal 11 juli tahun ini dinas pemadam kebakaran dipanggil begitu pula polisi karena mobil nissan qashqai dan garasi terpisah dari lokasi terbakar kata jaksa di pengadilan kota hull mobil yang dibanggakan oleh ayah tirinya rusak dan tidak bisa diperbaiki ditaksir harga mobil baru tersebut senilai 26 000 poundsterling atau rp 517 juta dan bernilai sekitar 20 000 poundsterling atau rp 398 pada saat kebakaran baca padley melempar tong sampah ke mobil lalu menggunakan korek api untuk membakar kardus di dalamnya dia juga menaruh korek api dan bahan bakar lebih di kap mobil dan membakarnya api kemudian menyebar ke garasi di rumah keluarga di hull polisi juga dipanggil oleh padley sendiri pada pukul 04 15 mengatakan dia butuh bantuan dia kemudian memberikan laporan lengkap kepada petugas mengatakan dia melakukan itu karena masalah yang sedang berlangsung dengan ibunya dan pasangannya kata lowe kepada pengadilan saya melakukan sesuatu yang salah tetapi saya tidak menyesali apa yang telah saya lakukan kata pelaku paddley mengaku dia memiliki masalah kesehatan mental dan hubungannya dengan ayah tirinya telah memburuk selama dua tahun terakhir dan dia disebut pemalas olehnya baca seorang dokter yang telah memeriksa padley mengatakan padley memiliki masalah dalam hal fobia sosial yang membuat paddley enggan meninggalkan rumah ibu padley dan ayah tiri prihatin tentang perilakunya dan tidak mengajukan keluhan resmi terhadapnya atau mendukung tuntutan kata lowe padley sendiri mengakui membakar ayah tirinya karena kesal remote tv nya diambil dan pengadilan hull crown inggris pun memvonis adrian padley penjara 14 bulan,negative
seorang di surabaya hanny layantara ditetapkan menjadi tersangka kasus pencabulan jemaatnya yang saat itu masih di bawah umur hanny disebut melakukan hal ini karena fantasi kuasa hukum hanny jeffry simatupang menegaskan kliennya melakukan pencabulan bukan pemerkosaan hal ini juga bukan atas dasar fantasi karena melihat korban sudah dewasa pada hari ini disampaikan bahwa motif klien kami melakukan tindakan tersebut adalah 1 sampai 3 tadi menyebutkan salah satunya karena fantasilah karena korban sudah terlihat dewasa bagi kami begini psikiatris dan kliennya atau klien kami itu memiliki kode etik itu rahasia dan itu tidak boleh dibuka ke publik karena ada uu dan kode etik praktik kedokteran ungkap jeffry saat dikonfirmasi di surabaya jumat 13 3 2020 jeffry juga menganggap kasus ini sudah kedaluwarsa karena baru dilaporkan 14 tahun setelah kejadian yang berlangsung di tahun 2006 selain itu jeffry juga mempertanyakan alat bukti apa yang membuat kliennya telah ditetapkan sebagai tersangka pencabulan padahal kasus ini disebut telah lama terjadi kalau dalam pencabulan kan alat buktinya susah yang jadi masalah adalah pada beban pembuktian bukan di kami tapi beban pembuktian ada di pelapor ya nanti diwakili oleh jaksa penuntut umum kalau memang kasus ini dinyatakan alat bukti nya ini cukup segera limpahkan ke pengadilan kami siap menghadapinya papar jeffry tapi kalau memang kasus ini tidak ada alat buktinya jangan dipaksakan dong kalau memang tidak ada bukti atau pun kurang alat bukti ya tunggu statusnya jangan dinaikkan imbuhnya di kesempatan yang sama jeffry berharap polisi serta menuntaskan berkas kasus ini dan melimpahkannya ke kejaksaan tapi kalau terjadi kenaikan status menjadi tersangka dan yakin ada dua alat bukti yang sah menurut hukum maka limpahkan ke pengadilan kami siap menghadapinya pungkasnya,negative
seorang dipenjara karena menulis tiga tweet tentang kutipan pidato jaksa di benin afrika barat wartawan bernama ignace sossou 31 tahun telah berada di penjara sejak 20 desember 2019 setelah seorang jaksa senior mario m tonou mengeluh tentang komentar yang dipublikasikan sossou di media sosial menurut laporan international consortium of investigative journalists icij 25 maret 2020 pengacara sossou telah meminta pbb untuk menyelidiki penahanannya dengan alasan kasusnya menjadi preseden berbahaya bagi kebebasan pers bulan lalu pengacara sossou mengajukan keluhan terhadap pemerintah benin dengan kelompok kerja pbb tentang penahanan sewenang wenang kelompok kerja yang berbasis di jenewa dapat menyelidiki kasus perampasan kebebasan yang dipaksakan secara sewenang wenang penahanan ignace sossou keterlaluan dan tidak dapat dibenarkan 18 bulan penjara selama tiga tweet kata henri thulliez salah satu pengacara yang mengajukan petisi kepada pbb tidak hanya kebebasan berekspresi ditekan tetapi hak setiap warga negara untuk mendapat informasi sedang diinjak injak jaksa agung m tonou tidak menanggapi permintaan komentar pada 18 desember m tonou berbicara kepada wartawan di sebuah acara yang diselenggarakan oleh agen pengembangan media pemerintah prancis cfi pidato m tonou versi audio yang tersedia secara online mengatakan kepada wartawan bahwa undang undang media digital baru benin seperti senjata yang ditujukan pada kuil jurnalis m tonou juga mengatakan bahwa pemangkasan internet di seluruh negara yang diumumkan oleh pemerintah pada hari pemilihan parlemen benin yang terakhir 28 april 2019 adalah pengakuan kelemahan pemerintah sossou menerbitkan kutipan pidato m tonou di twitter dan facebook dan jaksa penuntut umum mengajukan keluhan kepada polisi dua hari kemudian pada pagi hari anggota kepolisian unit siber khusus benin menangkap sossou di rumah di depan istri dan ketiga anaknya polisi tidak memberi tahu sossou mengapa dia ditahan atau memberikan dokumen untuk membenarkan penahanannya polisi menahan dan menanyai sossou selama 96 jam tanpa mengizinkannya berbicara dengan pengacaranya menurut pengacara pada 24 desember setelah persidangan cepat empat hari pengadilan di cotonou kota terbesar benin mendapati sossou bersalah atas penghinaan melalui sarana elektronik pengadilan menghukum sossou 18 bulan penjara dan denda us 350 atau rp 5 7 juta pengacara sossou tidak punya waktu untuk mempersiapkan pembelaan katanya kemudian sossou dan pengacaranya belum menerima salinan putusan terhadapnya membuat banding secara teknis tidak mungkin thulliez mengatakan bahwa mungkin saja m tonou jaksa penuntut yang mengajukan tuntutan terhadap jurnalis itu mungkin telah menyesali kritiknya terhadap undang undang media pemerintahnya sendiri dan menggugat sossou untuk melindungi dirinya dari kemungkinan teguran dari atasannya thulliez adalah salah satu pendiri platform to protect whistleblowers in africa yang baru baru ini berbagi dokumen dengan international consortium of investigative journalists icij dokumen dokumen tersebut menjadi dasar investigasi luanda leaks pada februari keluarga sossou wartawan icij dan jurnalis lain mengunjunginya di penjara sossou yang baru baru ini berjuang melawan penyakit di penjara belum melihat putrinya yang berusia tiga bulan sejak penangkapannya 66 hari sebelumnya saya tetap kuat dengan kepala terangkat tinggi karena saya tahu saya dipenjara secara tidak adil kata sossou yang bekerja sama dengan icij dalam penyelidikan panama papers dan investigasi west africa leaks tahun lalu dalam kasus terpisah pengadilan benin menghukum sossou dengan hukuman penjara yang ditangguhkan karena publikasi berita palsu setelah ia mengungkap dugaan penggelapan pajak oleh perusahaan perusahaan yang dimiliki oleh seorang supermarket dan taipan pemilik hotel dan perwakilan pemerintah prancis jean luc tchifteyan salah satu cerita itu yang sebagian diterbitkan oleh menggunakan dokumen dari investigasi panama papers untuk menunjukkan bahwa tchifteyan memiliki perusahaan bayangan untuk menerima komisi,negative
seorang ibu rumah tangga nekat menjadi pengedar narkoba jenis sabu dan ekstasi demi melanjutkan bisnis sang suami yang saat ini mendekam di penjara umi fatimah 29 pun harus menyusul sang suami lantaran ditangkap aparat polres tuban ibu satu anak ini sudah ditetapkan sebagai tersangka oleh satresnarkoba polres tuban rabu 26 2 2020 umi fatimah 29 nekat mengedarkan sabu dan ekstasi demi sang suami berinisial f yang lebih dulu ditangkap polisi karena kasus narkoba pula ibu muda inisial uf mengedarkan sabu dan ekstasi jadi bisa dikatakan suami istri pelakunya tapi saat pertama kami tangkap yang terbukti suaminya tapi setelah suami diproses hukum istrinya melanjutkan jualan sabu ucap kapolres tuban akbp ruruh wicaksono kepada rabu 26 2 2020 tersangka ditangkap di depan rumahnya pada 25 februari lalu penangkapan ini hasil pengembangan yang dilakukan penyidik satresnarkoba petugas mengamankan sejumlah barang bukti sabu sabu seberat 13 gram 20 butir ekstasi dan ganja di rumahnya kini pelaku dijerat uu 35 tahun 2009 tentang narkotika ancaman minimal 6 tahun dan maksimal 20 tahun penjara sementara itu tersangka umi fatimah mengaku untuk memperoleh sabu yang akan dijualnya kembali itu ia rela terlebih dahulu menjual motor matik miliknya seharga rp 95 juta dari hasil jual motor itu untuk mendapatkan sabu seberat 13 gram ekstasi 20 butir dan mendapatkan bonus satu poket ganja dari bandar di kota pasuruan uang hasil penjualan motor yang aku pakai beli sabu terus diedarkan lagi uangnya untuk bantu suami bayar yang membela kasus hukum suami saya saya jualan sudah dua kali sebelumnya suami yang jualan ucap tersangka umi fatimah,negative
seorang menantu di bima nusa tenggara barat ntb faisal 30 tega membunuh ayah mertuanya sendiri muhammad kasim 60 dengan cara membacoknya menggunakan senjata tajam jenis parang dia diduga melakukan itu karena kesal dengan sikap mertuanya yang membiarkan istrinya kabur dari rumah dan meninggalkan dirinya kejadian naas itu berlangsung di dapur rumah korban tepatnya di desa mangge kecamatan lambu kabupaten bima senin 10 2 2020 sekitar pukul 15 00 wita pelaku membunuh korban merasa sakit hati karena korban mendukung anaknya istri pelaku untuk kabur keluar daerah karena istri pelaku sudah tidak suka lagi sama pelaku ungkap kapolres bima kota akbp haryo tejo saat dihubungi selasa 11 2 2020 korban langsung meninggal dunia ditempat kejadian perkara akibat luka bacok yang dialami pada sekujur tubuhnya leher hampir putus luka bacok pada bagian punggung bagian kepala tangan kiri dan rahangnya pelaku dan korban masih ada hubungan keluarga yaitu mertua dan menantu ujarnya,negative
seorang nelayan berinisial kr 32 diringkus satreskrim polresta mamuju terkait kasus terhadap sejumlah anak di bawah umur korban tinggal satu kampung dengan pelaku di dusun bone langka desa karampuang kecamatan mamuju kabupaten polewali mandar sulawesi barat sulbar kasat reskrim polresta mamuju akp syamsuriansyah menjelaskan dalam menjalankan aksinya pelaku mengiming imingi korban dengan sejumlah uang kronologis singkatnya pelaku mengajak korban ke kampung dan berjanji akan memberikan sejumlah uang setelah itu pelaku memeluk dan meminta korban untuk membuka celana kemudian menjilat bagian intim korban terang syamsuriansyah kepada wartawan rabu 11 3 2020 untuk menutupi aksi bejatnya pelaku korban jika perbuatannya diceritakan kepada siapapun juga sedikitnya ada tiga korban pencabulan tersangka kr namun diperkirakan ada korban lainnya setelah diberi uang pelaku melarang korban memberitahukan hal tersebut kepada siapapun juga apalagi kepada orang tuanya jelas syamsuriansyah berdasarkan hasil pemeriksaan yang dilakukan polisi tindak pencabulan yang dilakukan pelaku telah berulang kali terjadi pencabulan dilakukan di beberapa tempat berbeda setelah kami lakukan pemeriksaan terhadap beberapa korban kejadiannya sejak tahun 2019 sampai awal tahun 2020 lokus kejadiannya pada beberapa tempat tegas syamsuriansyah untuk pertanggungjawabkan perbuatannya pelaku yang berprofesi sebagai nelayan langsung dijebloskan ke dalam sel tahanan mapolresta mamuju pelaku terancam kurungan selama 15 tahun penjara dengan denda sebanyak rp 5 miliar,negative
seorang pelajar di bima nusa tenggara barat ntb do 17 pacarnya sendiri menggunakan pisau tak hanya itu dia juga membawa kabur handphone sang kekasih pelaku ditangkap setelah korban melapor ke polisi do ditangkap saat bersembunyi di rumahnya pelaku berhasil ditangkap pada jumat siang tadi di rumahnya di desa tolouwi monta saat ditangkap pelaku sedang bersembunyi di atas plafon rumahnya kata kassubag humas akp hanafi saat dikonfirmasi jumat 21 2 2020 peristiwa penusukan dan perampasan itu terjadi pada sabtu 15 2 lalu di jalan lintas desa tengah desa naru kecamatan woha bima akibat kejadian itu korban menderita luka tusuk di bagian lutut hanafi mengatakan sebelum peristiwa itu terjadi pelaku dan korban berboncengan sepeda motor dari arah kota bima menuju ke rumah teman pelaku di desa sakuru dalam perjalanan menuju sakuru korban mohon untuk kembali ke tente dan setelah kembali menuju desa tente kemudian dalam perjalanan pelaku memberhentikan sepeda motor dan meminta secara paksa dan merampas hp milik korban oleh karena korban mempertahankan miliknya sambil berteriak sehingga pelaku menusuk korban sebanyak satu dengan menggunakan pisau dan mengambil satu unit hp jelasnya polisi masih menyelidiki tindakan pelaku yang menusuk pacarnya kemudian membawa kabur barang berharganya polisi menduga aksi nekat pelaku ini ada keterkaitan dengan narkoba pasalnya hp pacarnya telah dijual oleh pelaku motifnya masih dalam pendalaman namun sebelumnya tidak ada pertengkaran ataupun berantem kemungkinan besar mengarah ke sana pelaku pemakai narkoba ujarnya,negative
seorang pengasuh pondok pesantren di kabupaten kediri diamankan polisi ia diduga telah melakukan terhadap santriwati pelaku berinisial mn 39 warga kecamatan plemahan kabupaten kediri kasus ini tengah dalam penanganan unit ppa polres kediri kasat reskrim polres kediri akp gilang akbar membenarkan penangkapan tersebut namun ia enggan berkomentar banyak mengenai kronologi penangkapannya benar kita mengamankan lebih lengkapnya besok atau nanti ya akan dirilis oleh kapolres akbp lukman cahyono langsung jelas gilang selasa 28 1 2020 kemudian warga sekitar rozi juga membenarkan penangkapan tersebut penangkapan dilakukan unit ppa pada senin 27 1 sore kemarin sore mas ramai di sana ada polisi dan warga berkerumun mengamankan orang pondok situ katanya ko mencabuli santrinya ujarnya,negative
seorang pria ditemukan tewas dalam kamar kos di dekat medan polisi mengatakan pria tersebut diduga bunuh diri karena ditemukan sayatan pada tangan kirinya kami sudah melakukan olah tkp hasilnya kami dapat satu luka sayatan di lengan kiri diduga meninggal karena kehabisan darah kata kasat reskrim polrestabes medan akbp maringan simanjuntak sabtu 29 2 2020 pria berinisial am itu merupakan warga pematangsiantar dia diketahui tewas oleh warga dan kemudian diteruskan ke kepling dan pihak kepolisian pisau ditemukan di tkp dugaan sementara bunuh diri karena tidak ada jejak orang lain di dalam kamar pintu kamar pun terkunci sebut maringan,neutral
seorang pria warga negara amerika serikat berinisial ccb 27 ditangkap satuan narkoba polres metro jakarta selatan ccb tertangkap menyimpan kue brownies yang mengandung ganja di sebuah apartemen di kawasan pesanggrahan jakarta selatan pria yang bekerja di pusat kejiwaan california ini ditangkap polisi pada senin 20 januari lalu setelah sebuah informasi masuk ke polisi menyebutkan adanya penyalahgunaan narkoba di apartemen tersebut satuan reserse narkoba polres jakarta selatan yang dipimpin akp billy kemudian melakukan penggeledahan di unit apartemen yang ditempati ccb berdasarkan informasi tersebut anggota satres narkoba polres jaksel yang dipimpin oleh akp billy menuju ke sana dan kemudian pada jam 10 00 wib berhasil menemukan pelaku jelas kapolres metro jakarta selatan kombes bastoni kepada wartawan di polres jaksel jl wijaya ii kebayoran baru jakarta selatan kamis 23 1 2020 polisi kemudian menggeledah apartemen yang dihuni oleh ccb dari hasil penggeledahan itu polisi menemukan barang bukti narkoba berupa ganja yang sudah diolah menjadi kue brownies seberat 1 kilogram di antaranya ada seperti ini kue yang berbentuk brownies yang mengandung ganja imbuhnya polisi telah melakukan pemeriksaan laboratorium terhadap kue tersebut hasilnya memang positif mengandung ganja polisi juga menyita liquid untuk vape di apartemen tersebut kami sudah melakukan tes juga terhadap cairan ini mengandung ganja juga imbuhnya sejauh ini polisi belum menemukan indikasi bahwa tersangka adalah seorang pengedar ccb mengaku membawa ganja itu ke indonesia untuk dia konsumsi sendiri yang bersangkutan mengaku tidak tahu kalau ini dilarang di indonesia pengakuannya untuk dikonsumsi sendiri tuturnya,negative
seorang remaja berinisial ccs 18 ditangkap polisi karena menganiaya sang ibunda ts 47 ccs tega menusuk ibunya dengan gunting karena tidak diizinkan berpacaran kabid humas polda metro jaya kombes yusri yunus mengatakan ccs ditangkap pagi tadi di rumahnya di kawasan rawa kepa grogol petamburan jakarta barat ccs ditangkap setelah dilaporkan atas penganiayaan terhadap ibu kandungnya korban sekarang di rs tarakan dengan luka tiga tusukan di kepala kiri tangan kiri dan perut sisi lambung ujar kombes yusri kepada wartawan di polda metro jaya jakarta sabtu 8 2 2020 kejadian bermula pada pukul 09 00 wib sabtu 8 2 tetangga mendengar teriakan korban yang meminta tolong warga bersama sekuriti dan bhabinkamtibmas tanjung duren kemudian mengecek korban ke rumahnya saat didatangi rumah dalam keadaan terkunci gembok tuturnya,negative
seorang remaja perempuan 13 tahun di krasnoyarsk siberia rusia mengungkap telah menjadi korban perkosaan oleh seorang remaja laki laki 15 tahun kasus ini terungkap ke publik saat remaja perempuan yang disebut dengan vika bukan nama sebenarnya muncul di televisi dan menyebut perkosaan itu telah membuatnya dikutip dari mirror co uk kehamilan vika mendapat sorotan banyak media rusia pelaku perkosaan saat ini mendapat hukuman tahanan rumahawalnya vika yang masih bersekolah itu mengaku ivan seorang anak laki laki 10 tahun adalah ayah dari bayi yang dikandungnya itu namun pernyataan itu kemudian diralatnya dan menyebut pelaku 15 tahun tersebut adalah pelaku perkosaan terhadapnya pelaku memaksanya berhubungan intim jika tidak dia akan mengunggah ke media sosial hal buruk tentang korban vika meyakinkan bahwa ivan akan membantunya membesarkan anaknya meskipun itu bukan anaknya sumber di keluarga korban mengatakan ke media bahwa keluarga vika sudah mengajukan gugatan atas tuduhan perkosaan kepada remaja yang memperkosa vika korban menanggung malu dan saat ini mencoba bertahan dengan apa yang sudah menimpanya ibu korban saat ini mengalami sakit kanker dan kehamilan putrinya yang masih sekolah telah menjadi alasan dia bertahan hidup awalnya ibu vika menduga putrinya mengalami keracunan makanan sebelum akhirnya mengetahui putrinya hamil sebelumnya vika dan ivan tampil di sebuah acara televisi dimana vika mengklaim dia hanya berhubungan seks dengan ivan dan ivan adalah ayah dari bayi yang dikandungnya namun dokter tidak mempercayainya evgeny grekov dokter spesialis urologi dan andrologi yang melakukan pemeriksaan kesehatan pada ivan mengatakan pihaknya sudah melakukan pengecekan tiga kali di labolatorium sehingga mustahil hasil uji itu terjadi kesalahan dia ivan masih anak anak kata grekov ibu ivan percaya pada ucapan putranya ketika di acara televisi itu bahwa ivan adalah ayah dari yang masih dikandung tersebut hanya saja ivan belum menyadari apa yang terjadi,neutral
seorang remaja perempuan 14 tahun di thailand diduga membunuh kandungnya sendiri 1 tahun karena dia ingin jalan jalan bersama teman temannya remaja yang diketahui bernama arisa udsanee tinggal bersama orang tuanya di bueng kan yakni sebuah wilayah di utara thailand dikutip dari mirror co uk tindak pembunuhan awalnya dipicu saat orang tua arisa memarahi putri mereka karena pulang malam ke rumah pada minggu 22 maret 2020 arisa yang kesal dimarahi lalu membawa putranya thanapat udsanee ke rumah tetangganya charinthip nuengsit 21 tahun dan meminta izin agar diperbolehkan menginap disana charinthip lalu mengizinkan arisa tidur di kabin belakang rumahnya pada malam hari terdengar suara motor ke arah kabin itu untuk menjemput arisa dia lalu mengatakan kepada charinthip putranya ikut pergi bersamanya namun pada rabu pagi saat charinthip mencek kabin belakang rumahnya dia menemukan bayi arisa sudah dalam kondisi meninggal disembunyikan di bawa sebuah kereta bayi aparat kepolisian tak butuh waktu lama untuk menahan arisa dan membawanya untuk melakukan rekonstruksi pembunuhan menggunakan boneka winnie the pooh dan mengungkap bagaimana dia menyembunyikan jasad putranya arisa mengaku telah melakukan pembunuhan itu karena dia marah kepada kedua orang tuanya yang mengomelinya karena pulang malam dia mengaku membenci putranya karena membuatnya tidak bisa menghabiskan waktu lebih lama dengan teman temannya saya mengendarai sepeda motor ayah mertua saya untuk menemui teman teman dan menginap bersama mereka selama tiga hari saya meninggalkan putra saya di rumah bersama orang tua saya setelah saya pulang ayah saya marah dan menampar saya itu sangat menyakiti perasaan saya kata arisa arisa yang dalam perasaan marah berfikir apa yang harus dilakukannya dengan hidupnya dan putranya sehingga dia pun berkesimpulan mengakhiri hidup putranya setelah melakukan pembunuhan dia menyembunyikan jasad putranya lalu menelepon temannya untuk dijemput dan kabur penprapha prakarapang 40 tahun ibu arisa kecewa dengan tindakan putrinya itu dia mengaku memahami putrinya ingin menjalani hidup layaknya remaja pada umumnya akan tetapi membunuh nya sendiri adalah tindakan yang tidak bisa termaafkan dia terancam hukum penjara 15 tahun 20 tahun,negative
seorang santri bernama agus wijayanto 15 terhanyut saat berenang di tengah kondisi banjir di kali mampang kalibata jakarta selatan korban ditemukan beberapa jam kemudian dalam kondisi meninggal dunia awalnya korban berenang bersama teman temannya pada pukul 09 00 wib pagi tadi dan diduga hanyut pada pukul 10 00 wib kata kabid humas polda metro jaya kombes yusri yunus dalam keterangan kepada wartawan selasa 25 2 2020 selang beberapa jam kemudian tepatnya pada pukul 16 15 wib jasad korban ditemukan oleh seorang warga di kali mampang mampang prapatan saat itu jasad korban ditemukan mengapung di kali mampang tiba tiba melihat bagian tubuh manusia berupa kaki dan pantat dalam keadaan tertelungkup di kali mampang tuturnya saksi mengenali ciri ciri mayat tersebut adalah agus wijayanto saksi kemudian menghubungi rt setempat dan selanjutnya mengevakuasi korban ke pinggir kali sebelumnya bhabinkamtibmas tegal parang kecamatan mampang brigadir muhlis dihubungi oleh bhabinkamtibmas kelurahan kalibata pancoran aiptu tofik bahwa ada seorang santri ponpes darul islah yang bernama agus wijayanto hanyut pada saat berenang bersama teman temannya jelasnya korban selanjutnya dievakuasi ke daratan korban selanjutnya dibawa ke rumah keluarganya lebih lanjut yusri mengimbau warga mengawasi anak anaknya saat musim hujan dan banjir jaga anak anak agar jangan sampai main main di kali terutama pada saat banjir karena itu berbahaya tandas yusri,neutral
seorang santriwati berusia 20 tahun menjadi korban di makassar sulawesi selatan sulsel pelaku bernama andre eko 31 disebut menyelinap ke area pesantren putri lalu melancarkan aksinya saat orang orang sedang melaksanakan salat subuh berjemaah aksi pelaku terjadi pada senin 20 1 sekitar pukul 05 00 wita di salah satu pesantren di wilayah manggala makassar saat itu korban telah mengambil air wudhu lalu menunggu azan subuh namun korban saat itu tertidur sehingga rekan rekannya beranjak duluan ke masjid selanjutnya korban baru terbangun ketika mendengar suara ikamah namun dia kaget karena ada pelaku berdiri di sampingnya yang sedang melakukan onani karena tertangkap basah pelaku berbalik mengambil pisau di atas lemari kemudian menghadap ke arah korban sambil memberi isyarat agar diam karena ketakutan maka korban berteriak memanggil ibunya dan berusaha bangkit dari pembaringan namun pelaku mendorong bahu kiri korban hingga terjatuh dari atas tempat tidur ujar kepala unit kanit ppa polrestabes makassar iptu ismail kepada sabtu 14 3 2020 selanjutnya pelaku mendorong muka korban sampai tersandar di dinding sampai posisi korban terduduk dan bersandar ke dinding imbuhnya setelah kejadian tersebut kata ismail saat itulah korban mengalami dan mengalami percobaan perkosaan beruntung korban dapat menendang badan pelaku 2 kali untuk menghalaunya agar tidak mendekat sehingga pelaku menghentikan aksinya lalu pergi meninggalkan korban ujar ismail polisi yang menerima laporan korban lantas mengamankan pelaku di rumahnya iptu ismail mengatakan pelaku adalah warga sekitar pesantren yang memang sudah biasa masuk ke area pesantren,neutral
seorang satpam dan pengunjung karaoke di komplek pertokoan time square jalan raya alternatif cibubur kelurahan jatikarya kecamatan jatisampurna kota bekasi diserang oleh api dan senjata tajam pada ahad dini hari 24 februari 2019 korban penyerangan adalah pitung hendrik semuel petugas keamanan ini mengalami luka benturan benda tumpul dan sobek akibat sabetan senjata tajam di bagian kepala sedangkan seorang pengunjung fredricho djaha mengalami luka tembak di paha kiri dan harus dilarikan ke rumah sakit polri kramajati jakarta timur motifnya belum ketahuan karena pelaku belum tertangkap kata juru bicara polres metro bekasi kota komisaris erna ruswing andari ketika dikonfirmasi tempo senin 25 februari 2019 penyerangan bermula ketika pitung hendrik sedang berjaga pukul 01 00 wib tiba tiba sekelompok orang berjumlah sekitar 10 orang laki laki datang ke tempatnya bekerja di karaoke dna tanpa basa basi pitung yang tengah mencatat tamu pengunjung ditendang pitung yang ketakutan berupaya menyelamatkan diri ketika kabur pria asal ntt itu disabet pelaku menggunakan benda tajam yang diduga pisau akibatnya korban luka robek di kepala bagian kiri dari karaoke dna pelaku pindah ke karaoke kara yang letaknya berdekatan baca juga sesampainya di karaoke kara pelaku masuk ke dalam karaoke di sana terjadi penembakan yang mengenai paha sebelah kiri korban fredricho djaha polisi yang menyelidiki menyita sebuah sepeda motor yang diduga milik pelaku yang tertinggal di lokasi,negative
seorang siswi smk di wilayah siantan kepulauan riau sempat putus sekolah gara gara trauma setelah di guru agamanya kini setelah pindah sekolah si siswi bersedia sekolah lagi ar inisial siswi tersebut diteriaki lonte oleh guru agamanya sukimin ketika terlihat berboncengan dengan seorang siswa pada 7 januari lalu ar pun trauma kejadian tersebut bukan yang pertama dia mengaku sudah lama kerap di oleh guru agamanya itu setelah kejadian 7 januari itu ar sempat tak mau bersekolah lagi komisi pengawasan dan perlindungan anak daerah kppad kepri turun tangan mendampingi pemulihan mental ar dan mencarikan sekolah baru setelah hampir sebulan berusaha akhirnya ada sekolah baru untuk ar dia diterima untuk melanjutkan pendidikannya di sebuah smk negeri di tanjung pinang diterimanya ar ini di sekolah tersebut melewati tahapan yang cukup panjang keperluan administrasi berupa surat pindah dan rapornya sempat tidak dikeluarkan pihak sekolah lamanya ketua kppad kepri erry syahrial mengatakan pihaknya mengeluarkan rekomendasi yang disetujui oleh komisi iv dprd kepri yang bertujuan agar siswi ar bisa melanjutkan sekolahnya yang tinggal beberapa bulan lagi lulus dari smk ar wajib melanjutkan sekolahnya bahkan pihak kppad provinsi kepri akan terus gencar mensosialisasikan permendikbud nomor 82 tahun 2015 tentang pencegahan dan penanggulangan tindak kekerasan di lingkungan satuan pendidikan ujar erry erry menuturkan hasil rapat komisi iv dprd provinsi kepri dengan para pihak memutuskan bahwa si guru agama sukimin diberi sanksi berupa surat peringatan pertama erry berharap hal serupa tidak terjadi lagi terhadap anak didik yang dilakukan oleh guru,neutral
seorang suami bernama azwar yang diduga mengidap gangguan kejiwaan tega menusuk istrinya hingga kritis azwar disebut sebut berhalusinasi melihat istrinya sebagai dajjal hingga dengan tega menusuk istrinya informasi tersebut dibenarkan oleh kasatreskrim polres tangerang selatan akp muharam wibisono kejadian itu terjadi pada selasa 4 2 sekitar pukul 01 30 wib di rumah pelaku yang berada di wilayah serpong tangsel iya kejadiannya betul diduga suami mengalami gangguan jiwa kata muharam saat dikonfirmasi rabu 5 2 2020 muharam mengatakan insiden penusukan itu diketahui saat pelaku keluar area perumahan sambil membawa senjata tajam dan dengan keadaan baju yang dikenakan penuh darah anggota polsek serpong kemudian mengamankan pelaku untuk dimintai keterangan pelaku saidara azwar diamankan saat berada di jalan komplek dan mengamankan senjata tajamnya jelas muharam,negative
seorang suami di surabaya ke para lelaki hidung belang sang suami menjual istrinya untuk layanan seksual berdua cuckold atau bertiga threesome suami itu adalah junatan 40 warga kampung malang tengah tegalsari surabaya pelaku menjual istrinya lewat media sosial kami mengamankan satu pelaku dia menawarkan istrinya sendiri untuk layanan seksual kata kanit resmob polrestabes surabaya iptu arief wicaksono kepada wartawan di mapolrestabes surabaya jumat 13 3 2020 arief mengatakan terungkapnya kasus nya ini berkat patroli cyber yang dilakukan oleh subnit cyber resmob polrestabes surabaya dari hasil patroli itu petugas menemukan akun medsos yang menawarkan jasa layanan seksual istri untuk pria lain akun medsos tersebut mengunggah foto perempuan yang diaku sebagai istri pemilik akun jika ada yang tertarik pria hidung belang bisa mengirimkan pesan dan jika sudah deal maka bisa dilanjut dengan ketemuan setelah kami telusuri ada transaksi seperti ini selanjutnya kami melakukan penyelidikan dan pada 10 maret lalu kita melakukan penangkapan kata arief pelaku digerebek dan ditangkap di salah satu kamar hotel di kawasan surabaya pusat saat pelaku bertransaksi di dalam hotel dari hasil penggerebekan polisi mengamankan barang bukti berupa bill hotel tiga buah handphone celana dalam alat kontrasepsi dan uang tunai sebesar rp 36 juta atas kejahatan yang dilakukannya pelaku terancam pasal 506 dan atau pasal 296 kuhp dan atau pasal 2 uu ri no 21 tahun 2007 tentang penghapusan tindak perdangan orang dengan ancaman hukuman 1 tahun 4 bulan,negative
