date,title,link,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,desc/7,desc/8,desc/9,desc/10,desc/11,desc/12,desc/13,desc/14,desc/15,desc/16,desc/17,desc/18,desc/19,desc/20,desc/21,desc/22,desc/23,desc/24,desc/25,desc/26,desc/27,desc/28,desc/29,desc/30,desc/31,desc/32,desc/33,desc/34,desc/35,desc/36,desc/37,desc/38,desc/39,desc/40,desc/41,desc/42,desc/43,desc/44,desc/45,desc/46,desc/47,desc/48,desc/49,desc/50,desc/51,desc/52,desc/53,desc/54,desc/55,desc/56,desc/57,desc/58,desc/59,desc/60,desc/61,desc/62,desc/63,desc/64,desc/65,desc/66,desc/67,desc/68,desc/69,desc/70,desc/71,desc/72,desc/73,desc/74,desc/75,desc/76,desc/77,desc/78,desc/79,desc/80,desc/81,desc/82,desc/83,desc/84,desc/85,desc/86,desc/87,desc/88,desc/89,desc/90,desc/91,desc/92,desc/93,desc/94,desc/95,desc/96,desc/97,desc/98,desc/99,desc/100,desc/101,desc/102,desc/103,desc/104,desc/105,desc/106,desc/107,desc/108,desc/109,desc/110
"Kamis, 30 Jan 2020 18:04 WIB","         Pohon Tumbang Timpa Pemotor di Medan, Lalu Lintas Macet    ",https://news.detik.com/berita/d-4879589/pohon-tumbang-timpa-pemotor-di-medan-lalu-lintas-macet,"Pohon tumbang mengakibatkan lalu lintas di Jalan Juanda, Medan, macet. Tak hanya itu, salah seorang pengendara juga terluka karena tertimpa pohon tersebut.","Peristiwa ini terjadi sekitar pada pukul 17.15 WIB, Kamis (30/1/2020), di simpang Jalan Juanda, Medan Polonia. Kemacetan terjadi dari arah Jalan Sudirman menuju Juanda.","Tampak, personel Polantas Polrestabes Medan mengatur arus kendaraan di lokasi. Pohon yang tumbang masih berada di badan jalan dengan ada bagian yang tersangkut di kabel.","Korban tertimpa pohon tumbang terluka di bagian dada, tangan, dan kepala. Sepeda motornya juga rusak di bagian depan.","""Saya terkejut, pas mau melintas tiba-tiba pohonnya tumbang menimpa kepala saya. Untung ada pakai helm. Jadi tidak terlalu parah,"" kata korban, Riyanto Tampubolon, di lokasi.",Riyanto mengatakan dirinya sedang dalam perjalanan usai pulang kerja dari Sekolah Santo Yosep menuju rumahnya di Padang Bulan.,"""Saya syok saja. Kalau luka tidak terlalu berat. Cuma kepala "," tertimpa tadi. Motor depannya rusak dan helm pecah,"" ujar Riyanto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 17:38 WIB","         Jokowi Sebut Ahok Berulang Kali, Pakar Ekspresi: Nyinyir-Kecewa    ",https://news.detik.com/berita/d-4879564/jokowi-sebut-ahok-berulang-kali-pakar-ekspresi-nyinyir-kecewa,menyebut-nyebut nama Basuki Tjahja Purnama (,) dalam acara Imlek Nasional. Jokowi juga sempat menyinggung absennya Komut PT Pertamina itu. Ekspresi Jokowi saat melontarkan ucapan itu dinilai mengandung kenyinyiran.,Pakar ekspresi ,mencoba menganalisis ekspresi Jokowi saat menyebut nama Ahok. Handoko merupakan satu-satunya , Interview dan Analisis Perilaku (Human Lie Detector) dari latar belakang sipil yang memiliki otoritas penggunaan alat ," (LVA). Berdasarkan analisis dengan alat LVA, ekspresi Jokowi mengandung kenyinyiran.","""Bapak Jokowi nyinyir namun juga kecewa. Terlihat ada 2 alis mata yang Naik (FACS AU 1+3E) dan bibir dengan gerakan FACS AU 12D + L14C + AU17C,"" kata Handoko kepada wartawan, Kamis (30/1/2020).","Selain itu, Handoko menemukan unsur kesedihan dalam ekspresi wajah Jokowi. Hal ini bisa dilihat dari gerak mata dan bibir Jokowi.","""Sebelum itu, terlihat ekspresi alis mata yang dominan di ujung atau atas pangkal hidung (AU 1B + 3D) dengan kondisi mata nutup lihat ke arah bawah. Dengan bibir yang turun (AU 12C + 15B). Ini menunjukkan ekspresi sedih,"" ujarnya.","Handoko menduga penonton pun paham akan sindiran Jokowi untuk Ahok. Selain itu, menurutnya, Jokowi ingin menegaskan bahwa perannya soal posisi Ahok di PT Pertamina besar.","""Dan kita juga melihat reaksi penonton (para pejabat) yang duduk di samping Pak Jokowi. Mereka pun tahu itu sindiran ke Ahok. Setelah jadi Komut Pertamina kok nggak",","" jelas Handoko.",""""," itu adalah bahwa peran Pak Jokowi besar dalam menentukan Ahok jadi Komut. Bahwa Pak Jokowi orang yang sangat setia kawan dan menolong teman,"" imbuhnya.",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 16:02 WIB",         BPBD Lebak: 916 KK Korban Banjir-Longsor Akan Direlokasi    ,https://news.detik.com/berita/d-4879391/bpbd-lebak-916-kk-korban-banjir-longsor-akan-direlokasi,Sebanyak 916 kepala keluarga (KK) terdampak longsor dan banjir bandang di Kabupaten ," akan direlokasi. Rencananya, relokasi dilakukan pada April setelah ada rekomendasi tim geologi untuk lokasi aman.","""Yang harus direlokasi sementara 916 KK, sekarang (mereka) masih di pengungsian, karena mereka rumahnya nggak ada, mereka ada di zona merah di perbukitan dan bantaran sungai,"" kata Kepala Badan Penanggulangan Bencana Daerah (BPBD) Lebak, Kaprawi, kepada wartawan di Rangkasbitung, Kamis (30/1/2020).","Sementara, lokasi yang dikaji adalah di Kecamatan Lebak Gedong di kawasan perkebunan. Sesuai arahan pemerintah pusat, relokasi harus aman dari ancaman longsor dan luapan sungai.","916 Kepala keluarga itu tersebar di 6 kecamatan yaitu di Lebak Gedong, Cipanas, Sajira, Curug Bitung, Maja dan Cimarga. Mereka tinggal di 5 pengungsian.","""916 Ini tinggal di lereng dan bantaran sungai, mereka nggak sanggup karena rumah hancur,"" ujarnya.","Meski masih di pengungsian, Kaprawi memastikan bahwa Pemkab Lebak akan bertangggung jawab untuk penyediaan kebutuhan dasar dari logistik sampai obat-obatan. Meskipun, masa tanggap darurat sudah berakhir pada Selasa (28/1) lusa lalu.","Sebelumnya, Wakil Presiden Ma'ruf Amin mengatakan relokasi diberikan pada warga yang rumahnya sudah tidak bisa direhabilitasi. Ini dilakukan agar warga tak kembali jadi korban banjir.","""Kalau nanti ada yang terpaksa tidak bisa lagi dibangun, mungkin akan direlokasi, akan dipindahkan nanti kalau memang tidak bisa dibangun, supaya aman jangan kena banjir lagi,"" ujar Ma'ruf di hadapan pengungsi di Dodiklatpur Rindam III Siliwangi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 15:54 WIB","         Diiming-imingi Gaji Besar, 3 ABG Bandung Dijadikan PSK di Pangkalpinang    ",https://news.detik.com/berita/d-4879378/diiming-imingi-gaji-besar-3-abg-bandung-dijadikan-psk-di-pangkalpinang,Unit Pelayanan Perempuan dan Anak (PPA) dan Satreskrim Polres ,", Bangka Belitung (Babel) mengungkap sindikat Human Trafficking atau perdagangan manusia antarprovinsi. Polisi mengamankan tiga ABG dan satu perempuan dewasa yang dijadikan pekerja seks komersial.","Kabag Ops Polres Pangkalpinang Kompol Jadiman Sihotang mengatakan kasus perdagangan manusia terbongkar setelah pihaknya mendapat laporan dari Polda Jawa Barat. Setelah menerima laporan, anggota Buser Polres Pangkalpinang bergerak cepat dan langsung mengecek lokasi.","""Empat orang ini berhasil diamankan di kafe Podomoro 2 Cikita Teluk Bayur, Kecamatan Bukit Intan Pangkalpinang, Rabu (29/1) malam. Tiga di antaranya masih di bawah umur,"" tutur Kompol Jadiman kepada detikcom di Mapolres Pangkalpinang, Kamis (30/1/2020).","Menurut Jadiman, sebenarnya pihaknya hanya menerima satu laporan adanya dugaan tindak pidana perdagangan orang berdasarkan Laporan Polisi LP/B-1336/XII/2019/ Polda Jabar tanggal 27 Desember 2019. Namun seteleh dicek ke lokasi ditemukan tiga Anak Baru Gede (ABG) di lokalisasi Teluk Bayur (TB).","""Mereka dijanjikan bekerja sebagai pelayan kafe dengan diiming-imingi dapat gaji besar. Namun bukannya bekerja di kafe-kafe biasa, korban malahan dipekerjakan di kafe Teluk Bayur (lokalisasi),"" tegas Jadiman.","Tak hanya itu, kata Jadiman, berdasarkan keterangan korban data mereka juga dipalsukan untuk mengelabui petugas saat dirazia oleh petugas kepolisian maupun dinas terkait. Data yang dipalsukan yaitu nama dan umur.","""Jadi ternyata yang bersangkutan tidak menerima gaji seperti yang dijanjikan. Malah memiliki utang kepada pemilik kafe (biaya korban ke Bangka) dan dipaksa untuk melayani pria hidung belang,"" tegasnya.","Sementara itu, tiga remaja putri, dan satu perempuan dewasa, tersebut hingga saat ini masih dalam pemeriksaan pihak Unit PPA Polres Pangkalpinang, Bangka Belitung. Rencananya korban akan diterbangkan ke Bandung hari Sabtu. Untuk sementara mereka dititipkan di Rumah Dinas Sosial Babel setelah menjalani sejumlah pemeriksaan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 15:46 WIB","         Di Depan Kapolri, Gerindra Bela Mulan Jameela Terkait MeMiles    ",https://news.detik.com/berita/d-4879371/di-depan-kapolri-gerindra-bela-mulan-jameela-terkait-memiles,Anggota Komisi III Fraksi Gerindra Habiburokhman menyinggung kasus investasi bodong , dalam rapat kerja bersama Kapolri Jenderal Idham Azis. Dia membela , dan mempertanyakan rencana pemanggilan istri Ahmad Dhani tersebut terkait MeMiles. ,"""Soal MeMiles saya lihat apa yang dilakukan Polda Jawa Timur secara garis besar sudah cukup bagus. Cuma ada ganjalan, ini bukan persoalan. Tapi menurut saya juga penting terkait pernyataan akan adanya pemanggilan kepada Mulan Jameela,"" kata Habiburokhman dalam ruang rapat Komisi III, Kompleks Parlemen, Jakarta Selatan, Kamis (30/1/2020).","Habiburokhman mengatakan, Mulan sempat diundang dalam acara yang diadakan pihak swasta itu. Namun, lanjut dia, kehadiran Mulan hanya undangan menyanyi, bukan sebagai anggota. Maka menurut Habiburokhman, jika ada pemanggilan terhadap Mulan akan merugikan secara personal.","""Saya ikuti betul, saya cek betul apa kaitannya orang yang perform yang hanya bernyanyi, yang kontraknya ada, kewajiban ada. Apa hubungannya dengan tindak pindana investasi bodong ini, kalau dia (Mulan) members oke,"" ujar Habiburokhman. ","""Pemanggilan orang itu sebetulnya tidak nuansa hukumnya saja, ada nuansa sosial, bagi orang-orang yang dipanggil namanya akan diberitakan kemudian pemberitaannya digoreng macam-macam. Mulan Jameela terjerat MeMiles, dan lain-lain,"" imbuhnya.",Dia meminta agar Polri tetap melakukan penyelidikan sesuai mekanisme yang ada. Dengan memanggil saksi yang relevan. ,"""Padahal orang cuma bernyanyi gitu pak, jadi menurut saya lebih hati-hati lah dalam melakukan penyidikan hal tersebut. Mungkin banyak saksi tapi kalau tidak relevan buat apa juga membuang tenaga memang ada pemberitaan tapi tolong juga dipertimbangkan kepentingan orang,"" kata Habiburokhman.","Menyikapi hal itu, Kapolri Idham akan meminta Polda Jawa Timur untuk mempertimbangkan pemanggilan Mulan Jameela. Dia menganggap berita pemanggilan itu ramai karena Mulan seorang artis.","""Insyaallah saya sampaikan sama Pak Kapolda Jawa Timur tentang pemanggilan Mulan Jameela, dilihat dulu azas manfaat dan mudaratnya. Memang karena artis mungkin ini pak jadi bagus manggil, kalau yang biasa-biasa saja mungkin nggak ini, nggak terlalu booming,"" katanya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 15:20 WIB","         Ayam 'Siliwangi' Berkaki 4 di Bekasi Dijual Rp 5 M, Ada yang Mau?    ",https://news.detik.com/berita/d-4879319/ayam-siliwangi-berkaki-4-di-bekasi-dijual-rp-5-m-ada-yang-mau,"Pemilik ayam berkaki empat di Bekasi, Endang Sukirman (67) berniat menjual ayam uniknya itu. Endang menjual ayam yang diberi nama 'Siliwangi' itu seharga Rp 5 miliar. Ada yang mau?",Ditemui ," di rumahnya di Desa Kalijaya, Cikarang Baru, Kabupaten Bekasi, Endang mengatakan ayamnya itu sudah pernah ada yang menawar. Namun , Endang tidak melepasnya karena harga yang ditawarkan tidak sesuai keinginannya.","""Ada kemarin (yang menawar), sejuta lah. Saya bilang nggak (mau),"" kata Endang kepada ", Kamis (29/1/2020).,"Endang menginginkan ayamnya ini dibeli dengan harga yang tinggi. Selain karena keunikannya, pasalnya ayam itu sudah berusia 5 bulan. Bobot ayam sekitar 0,5 Kg.","""Saya "," karena umurnya sudah mau lima bulan, saya minta Rp 5 miliar,"" ucap Endang.","Namun calon pembeli itu mundur, lantaran harga yang ditawarkan oleh Endang sangat tinggi. Endang sebetulnya tidak","Endang menegaskan dirinya serius berniat menjual ayamnya itu dengan harga tinggi. Sebab, menurutnya se-Jawa Barat hanya dia yang memiliki ayam langka seperti itu.",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 13:50 WIB",         564 Babi di Badung Bali Mendadak Mati    ,https://news.detik.com/berita/d-4879188/564-babi-di-badung-bali-mendadak-mati,"Ratusan ekor babi di Kabupaten Badung, Bali, mendadak mati. Belum diketahui penyebab kematian ternak babi.","""Sejak awal Januari 2020 kami menerima laporan dari masyarakat terkait matinya babi milik warga,"" ujar Kepala Dinas Pertanian dan Pangan Badung, I Wayan Wijana, saat dihubungi, Kamis (30/1/2020).","Dari laporan yang diterima pihak dinas, jumlah babi yang mati mencapai 564 ekor. Kini petugas menyelidiki penyebab kematian babi.",Petugas memeriksa kandang babi juga mengambil sampel darah dan organ dari babi yang mati untuk diteliti di laboratorium.,"""Kmi juga langsung melakukan edukasi kepada masyarakat berkenaan dengan wabah penyakit babi yang ada di luar daerah untuk mengantisipasi memberikan pemahaman kepada peternak dan warga kami,"" ujar Wijana.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 12:21 WIB",         Saat Jokowi Sapa Anak Ahok dan Vero di Tengah Imlek Nasional    ,https://news.detik.com/berita/d-4879007/saat-jokowi-sapa-anak-ahok-dan-vero-di-tengah-imlek-nasional,Ada momen menarik di tengah peringatan , Nasional yang dihadiri oleh Presiden Joko Widodo (,"). Secara khusus, Jokowi menyapa putri Komisaris Utama Pertamina, Basuki Tjahaja Purnama (","), ",.,"Dalam acara Imlek Nasional, Nathania tampak duduk di bangku pemain orkestra. Acara itu sendiri diramaikan dengan opera hingga penampilan tarian. Setelahnya, barulah Jokowi berpidato.","Awalnya, Jokowi bicara tentang pakaian tradisional China yang dikenakannya hingga kaitannya dengan keanekaragaman Indonesia. Di tengah pidatonya, mendadak Jokowi menyinggung soal Nathania.","""Saya dengar yang di orkestra ada Nia ya. Ada Nia? Nia ini putrinya Pak Ahok dan Bu Vero,"" ucap Jokowi di ICE BSD City, Tangerang Selatan, Banten, Kamis (30/1/2020).","Seperti diketahui, Nathania merupakan anak kedua Ahok dari pernikahannya terdahulu dengan Veronica Tan. Saat ini, Ahok dan Vero telah bercerai.","Nathania, yang hadir, lalu berdiri dari kursinya. Jokowi lalu melanjutkan pidatonya dengan tetap menyinggung Ahok. Dia menyebut Ahok, yang pernah menjadi wakilnya di DKI Jakarta, sebagai teman baik. Sayangnya, Ahok tidak hadir di perayaan Imlek itu.","""Teman baik saya Pak Ahok. Tapi nggak ",", setelah jadi Komut Pertamina nggak ",","" ujar Jokowi sambil geleng-geleng kepala sembari tersenyum.","Ternyata Jokowi kembali menyinggung soal Ahok saat berdialog dengan peserta acara Imlek Nasional bernama Jokowi. Menurutnya, wajah pria itu mirip Ahok.","""Iya, ini wajahnya mirip dengan Pak Ahok,"" ujar Jokowi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 11:58 WIB","         Jokowi Puji Atlet Keturunan Tionghoa: Susi Susanti, Jojo-Lindswell Kwok    ",https://news.detik.com/berita/d-4878966/jokowi-puji-atlet-keturunan-tionghoa-susi-susanti-jojo-lindswell-kwok,Presiden Joko Widodo (,") memuji deretan atlet Indonesia keturunan Tionghoa yang mengharumkan nama bangsa. Sebut saja Susi Susanti, Jonatan 'Jojo' Christie, dan Lindswell Kwok.","Susi merupakan peraih medali emas pada Olimpiade 1992 di Barcelona untuk cabang olahraga bulutangkis. Jojo, yang merupakan junior Susi, meraih medali emas di Asian Games 2018 Jakarta-Palembang. Begitu pun Lindswell di cabang olahraga ",.,"""Kita tahu di dunia olahraga kita memiliki Susi Susanti, Alan Budi Kusuma, ada Kevin, ada Markus, ada Chandra Wijaya, ada Butet, Jojo. Jojo ada ",? , ada? Dan masih banyak lagi. Dari tinju kita tahu ada Daud Jordan. Di ," ada Lindswell Kwok,"" kata Jokowi di Perayaan Imlek Nasional di ICE BSD City, Tangerang Selatan, Banten, Kamis (30/1/2020).","Susi, yang hadir dalam acara Imlek Nasional, dipanggil Jokowi dan ditanya soal resep berprestasi di dunia bulutangkis. Susi menyebut, saat aktif menjadi atlet, berlatih hingga 9 jam per hari.","""Saya berlatih mungkin bukan satu atau dua jam. Tapi bisa sampai 8-9 jam,"" kata Susi.","""Dari jam berapa sampai jam berapa itu?"" tanya Jokowi.","""Pagi dari jam 6-10,"" jawab Susi.",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 10:47 WIB","         Jokowi: Ahok Teman Baik Saya, Tapi Tak Datang Imlek Setelah Jadi Komut    ",https://news.detik.com/berita/d-4878839/jokowi-ahok-teman-baik-saya-tapi-tak-datang-imlek-setelah-jadi-komut,Presiden Joko Widodo (,) menyapa Nathania Purnama yang merupakan putri Basuki Tjahaja Purnama (Ahok) dan Veronica Tan di acara Imlek Nasional. Jokowi menyebut Ahok merupakan teman baiknya.,"""Seperti tadi yang digambarkan orkestra tadi, ada Nia, putri Pak Ahok dan Bu Vero,"" kata Jokowi di ICE BSD City, Tangerang Selatan, Banten, Kamis (30/1/2020).",Nathania yang hadir berdiri dari kursinya. Kemudian Jokowi menyentil Ahok yang tidak hadir ke acara Imlek Nasional setelah menjabat sebagai Komisaris Utama (Komut) Pertamina.,"""Teman baik saya Pak Ahok. Tapi nggak dateng, setelah jadi Komut Pertamina nggak dateng,"" ujar Jokowi sambil geleng-geleng kepala sembari tersenyum.","Di acara ini, Jokowi menggambarkan keragaman Indonesia. Jokowi juga menjelaskan alasan mengenakan changsan.","""Saya senang bisa pakai baju ini. Ketua panitia pake baju tradisional Jawa, ini dibalik-balik. Menteri-menteri juga, Pak Setneg, Menko PMK. Pakai baju adat Tiong Hoa, tapi pakai peci, nggak ada selain di Indonesia,"" ujar Jokowi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 10:35 WIB",         Jokowi Puji Peningkatan Angka Kelulusan Keluarga Penerima Manfaat    ,https://news.detik.com/berita/d-4878800/jokowi-puji-peningkatan-angka-kelulusan-keluarga-penerima-manfaat,"Presiden Joko Widodo mengapresiasi prestasi Kementerian Sosial (Kemensos) telah mengukuhkan capaian dalam pengentasan kemiskinan. Tidak hanya persentase angka kemiskinan yang terus turun, tetapi jumlah KPM PKH yang graduasi terus meningkat.","""Tahun lalu, yang lulus (graduasi) sebanyak 1,3 juta KPM, dari 15 juta yang menerima PKH,"" kata Jokowi dalam keterangannya, Kamis (30/1/2020).","Hal itu Jokowi sampaikan saat menghadiri acara Penyerahan Program Keluarga Harapan Tahap I, Tahun 2020, di Lapangan Rajawali Kota Cimahi, Rabu (29/01/2020). Jokowi berharap, jumlah KPM PKH yang ""lulus"" akan terus meningkat dari waktu ke waktu. Tahun ini, kata dia, yang lulus diharapkan makin besar, demikian juga tahun depan dan seterusnya.","""Sehingga, ke depan angka kemiskinan semakin lama semakin kecil. Sehingga kita semua semakin sejahtera, "" kata Jokowi","Seperti diketahui, hasil survei BPS menyebut angka kemiskinan di Indonesia turun dari 9,66% pada September 2018 menjadi 9,22 % pada September 2019.","Kepada Mensos Juliari P. Batubara, Jokowi meminta agar dilakukan pemantauan terhadap para KPM PKH. Di antara 2.500 yang hadir di Lapangan Rajawali, Jokowi yakin ada yang berbakat berbisnis.","""Kalau ada yang berbisnis nanti bisa berusaha. Saya tahu ada yang mau jual bakso saja, nggak apa-apa. Jualan nasi ngga apa-apa, yang penting menambah penghasilan. Kalau usaha terus berhasil lalu modalnya kurang, kita akan larikan ke KUR, atau dengan Mekaar, atau UMI,"" kata Jokowi.",Kredit Usaha Rakyat (KUR) adalah kredit/pembiayaan modal kerja dan/atau investasi kepada debitur individu. Mekaar adalah PT Permodalan Nasional Madani (Persero) sejak awal 2016 lalu telah menggalakkan program Membina Ekonomi Keluarga Sejahtera (Mekaar). Sementara pembiayaan Ultra Mikro (UMi) merupakan program tahap lanjutan dari program bantuan sosial menjadi kemandirian usaha yang menyasar usaha mikro yang berada di lapisan terbawah.,"Dalam kesempatan itu, Mensos Juliari P Batubara melaporkan kepada presiden bahwa dari 6.8 juta KPM PKH dan BPNT yang dikelola BNI saat ini terdapat 1.3 juta KPM graduasi alamiah.","""Mereka adalah KPM yang tidak lagi menerima bansos karena sudah tidak memenuhi persyaratan bansos dan 15 ribu KPM graduasi yang memiliki usaha,"" kata Juliari.","""Segmen inilah yang menjadi sasaran utama KUR graduasi dengan asumsi rata-rata mendapatkan KUR sebesar Rp 20 juta, maka total potensi pembiayaan sebesar Rp 375 miliar,"" Juliari melanjutkan.","Di samping itu, terdapat 2.470 KUBE binaan Kemensos yang berpotensi mendapatkan KUR senilai Rp 123 miliar. Adapun 10.530 agen46/e-warong Dinsos/RPK juga berpotensi menerima KUR senilai Rp 263 miliar.","""Dengan demikian Bapak Presiden, secara keseluruhan terdapat potensi pembiayaan KUR pemberdayaan area BNI di Kemensos RI sebesar Rp 761 miliar, "" kata Juliati.","Ke depan, Juliari mengatakan akan terus mendorong agar semakin banyak KPM PKH yang graduasi dan diberikan fasilitas pinjaman lunak dari bank Himbara melalui program Kredit Usaha Rakyat (KUR) dan dari Permodalan Nasional Madani (PNM) melalui Program Mekaar, dalam upaya penguatan ekonomi kerakyatan menuju Indonesia Maju.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 30 Jan 2020 09:40 WIB","         Pakai Changshan Merah, Jokowi Hadiri Perayaan Imlek Nasional    ",https://news.detik.com/berita/d-4878755/pakai-changshan-merah-jokowi-hadiri-perayaan-imlek-nasional,Presiden Joko Widodo (,) menghadiri perayaan Imlek Nasional tahun 2020. Acara digelar di ICE BSD City.,"Jokowi memasuki aula perayaan Imlek Nasional di ICE BSD City, Tangerang Selatan, Banten, Kamis (30/1/2020) pukul 09.08 WIB. Kepala negara mengenakan changshan, yang merupakan pakaian tradisional China yang dikenakan laki-laki, berwarna merah.","Sebelum memasuki acara, Jokowi sempat meninjau produk UMKM bersama Menteri Koperasi Teten Masduki. Perancang busana Anne Avantie juga terlihat hadir.","Para pejabat yang hadir antara lain Mensesneg Pratikno, Mendikbud Nadiem Makarim, Menag Fachrul Razi, dan Gubernur Banten Wahidin Halim. Acara diawali dengan menyanyikan Indonesia Raya.","Changshan yang dikenakan Jokowi merupakan rancangan Anne. Adapun desain baju tersebut disesuaikan dengan tema acara, yakni 'Bersatu untuk Maju'.",Kerah shanghai yang dipilih Anne Avantie juga punya makna tersendiri. Aplikasi sulaman emas juga ikut menghiasi pakaian yang memakan waktu pembuatan selama dua minggu itu.,"""Ini merupakan sebuah simbol kekhasan masyarakat keturunan Tionghoa. Bila dikaitkan dengan keberagaman, kerah shanghai bisa menunjukkan bahwa ada banyak seni budaya yang terus berkembang di Indonesia,"" kata Anne, Kamis (23/1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
