date,title,link,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,desc/7,desc/8,desc/9,desc/10,desc/11,desc/12,desc/13,desc/14,desc/15,desc/16,desc/17,desc/18,desc/19,desc/20,desc/21,desc/22,desc/23,desc/24,desc/25,desc/26,desc/27,desc/28,desc/29,desc/30,desc/31,desc/32,desc/33,desc/34,desc/35,desc/36,desc/37,desc/38,desc/39,desc/40,desc/41,desc/42,desc/43,desc/44,desc/45,desc/46,desc/47,desc/48,desc/49,desc/50,desc/51,desc/52
"Senin, 02 Mar 2020 16:49 WIB","7 Kasus Corona COVID-19 yang Mampir Indonesia, Salah Satunya Tulari WNI",https://health.detik.com/berita-detikhealth/d-4922120/7-kasus-corona-covid-19-yang-mampir-indonesia-salah-satunya-tulari-wni?tag_from=news_beritaTerkait,Dua orang WNI positif terinfeksi ," COVID-19. Sementara itu, beberapa WN asing yang juga dilaporkan positif corona COVID-19 sempat mengunjungi Indonesia.",Total sudah sebanyak 7 orang WN asing yang dilaporkan sempat ke Indonesia. Berikut daftarnya:,"Pemerintah Negara Bagian Victoria, Australia, sedang mencari data seluruh penumpang pesawat Malindo Air rute "," - Melbourne pada penerbangan Jumat, 28 Februari 2020, setelah seorang penumpangnya diketahui positif terjangkit virus corona.","Penumpang perempuan berusia 30-an tahun ini baru kembali dari Iran melalui Bali, dan pulang ke Melbourne menggunakan Malindo Air nomor penerbangan OD 177 yang mendarat di Melbourne, pukul 6 pagi.","Kementerian Kesehatan Singapura mengonfirmasi 4 kasus baru pasien terinfeksi virus Corona Covid-19. Sebanyak 2 pasien di antaranya disebut pernah ke Batam, Indonesia.","""Kasus 103 adalah seorang perempuan warga negara "," berusia 37 tahun yang tidak memiliki riwayat perjalanan China, Daegu, dan Cheongdo baru-baru ini. Tapi dia pernah di Batam. Dia anggota keluarga dari pasien kasus 93 dan dihubungkan dengan kasus 101,"" tulis pemerintah Singapura dalam situs resminya.",		,"

        ","
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 31 Jan 2020 09:41 WIB",Kuping Sakit kena Tali Masker? Baekhyun EXO Punya Trik Mengatasinya,https://health.detik.com/berita-detikhealth/d-4880182/kuping-sakit-kena-tali-masker-baekhyun-exo-punya-trik-mengatasinya,"Masker pelindung, baik masker bedah maupun ",", tengah jadi primadona melakangan ini. Semua orang pakai masker karena takut tertular ", baru dari Wuhan (2019-nCoV).,"Pakai masker seharian memang tidak nyaman. Terlebih jika menggunakan jenis masker dengan pengait berupa earloop, karena sering bikin perih akibat gesekan dengan kuping bagian belakang.",Bintang Kpop Baekhyun EXO rupanya punya trik untuk mengatasi hal itu. Seorang penggemar mengungkap hal itu saat Baekhyun berada di bandara Incheon baru-baru ini.,"Dalam foto yang beredar, Baekhyun menggunakan masker pelindung berwarna putih dengan pengait berupa earloop. Namun earloop di kedua sisi tidak dikaitkan di kuping, melainkan dikaitkan satu sama lain di belakang kepala dengan menggunakan semacam klip dari plastik.","""I've seen so many other idols with those plastic thingies just dangling by their ears kekekeke. Baekhyun's the only one who knows how to use it right,"" komentar seorang penggemar, dikutip dari Allkpop.","Baekhyun juga kedapatan membasuh tangannya dengan hand sanitizer. Oleh penggemar, Baekhyun dinilai telah menerapkan gaya hidup bersih yang bisa mencegah penularan penyakit seperti virus corona baru yang mewabah di ", (2019-nCoV).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 26 Feb 2020 05:00 WIB",3 'Doping' Alami Penangkal Tumbang Usai Kebanjiran,https://health.detik.com/berita-detikhealth/d-4914505/3-doping-alami-penangkal-tumbang-usai-kebanjiran,"Mempunyai aktivitas yang padat, kerap kali membuat tubuh menjadi mudah lelah, apalagi dalam "," seperti ini. Terlebih bila tak didukung dengan pola hidup yang sehat, sehingga daya tahan tubuh menurun dan mudah terserang penyakit.","Tentu dalam menjaga daya tahan tubuh, tak cukup hanya dengan olahraga dan istirahat yang teratur. Tetapi juga perlu didukung asupan ", yang baik sebagai penunjang imun tubuh agar tetap kuat melawan penyakit.,"Berikut ini adalah 3 ramuan alami yang baik untuk meningkatkan daya tahan tubuh, seperti dikutip dari Boldsky.","Apabila kamu pulang kerja, cobalah untuk menyeduh jahe dengan bawang putih dan lemon. Mungkin rasanya akan aneh di lidah, tetapi sari jahe ini memiliki khasiat yang baik untuk melindungi tubuh dari flu dan batuk.","Kandungan senyawa aktif allicin di dalam bawang putih terbukti ampuh membunuh penyakit seperti flu, batuk dan radang tenggorokan. Kamu bisa mengonsumsi bawang putih, dibantu dengan air hangat agar lebih nyaman ketika ditelan.",Madu dan bawang putih sudah terbukti memiliki kandungan nutrisi yang baik untuk tubuh. Mengonsumsi satu sendok ," dan ditambah dengan irisan bawang di setiap pagi, ternyata bisa menguatkan sistem imun tubuhmu lho!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 25 Feb 2020 17:57 WIB","Viral, Foto Pasien Terendam Banjir Masih Pakai Infus Ini Bikin Penasaran",https://health.detik.com/berita-detikhealth/d-4914086/viral-foto-pasien-terendam-banjir-masih-pakai-infus-ini-bikin-penasaran?tag_from=news_beritaTerkait,Sebuah foto banjir tengah ," di media sosial. Foto tersebut menggambarkan pasien rumah sakit masih memakai infus, terendam banjir dan kelihatan pasrah.","Ada banyak versi cerita yang menyertainya. Salah satunya tergambar dalam caption 'Rumah Sakit Cikini hari ini 25-2-2020', menyiratkan bahwa foto tersebut diambil di RS PGI Cikini.","Kepala Bidang Humas RS PGI Cikini, Meli, telah membantah informasi tersebut. Menurutnya, informasi yang telanjur menyebar itu tidak benar.","""Perlu kami beritahukan bahwa gambar tersebut bukanlah kondisi atas keadaan di RS Cikini,"" ucapnya.","Versi lain menyebut, foto tersebut diambil di RS Omni Pulomas. Informasi tersebut dibagikan oleh sebuah akun di ",.,"""Pasien rumah sakit Omni Pulomas. Sampai kapan warga menderita akibat ketololan pejabat?"" tulisnya.","Seorang dokter yang bekerja di RS Omni Pulomas, juga melalui Twitter, telah membalasnya dengan bantahan. Dipastikan, itu bukan pasien Omni Pulomas.","Ada juga versi lain yang menyebut foto ini diambil di RS Husada, yang memang pada Selasa (25/2/2020) pagi sempat terendam banjir. Foto lorong yang tergenang air di rumah sakit ini viral di media sosial. Hingga pukul 15:00 menurut pantauan detikcom, sisa banjir masih bisa dijumpai.","Namun versi ini juga mendapat bantahan, kali ini dari petugas kebersihan yang bekerja di sana, Roby. Menurutnya, saat "," pasien langsung dibawa ke atas gedung belakang, sehingga tidak sempat terendam.","""Biasanya soalnya pakai pintu biasa, pintu kayu. Kalau kaya yang pintu kaca gitu belum pernah lihat,"" katanya.","Nah lho, yang benar yang mana?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 02 Mar 2020 20:30 WIB","2 Warga Depok Positif Covid-19, Ini Daftar 100 RS Rujukan Virus Corona",https://health.detik.com/berita-detikhealth/d-4922539/2-warga-depok-positif-covid-19-ini-daftar-100-rs-rujukan-virus-corona?tag_from=news_beritaTerkait,Pemerintah mengumumkan dua kasus positif virus corona, di Indonesia. Dua pasien terdeteksi adalah warga Depok yang salah satunya terinfeksi dari WN , yang juga positif Covid.,"Saat ini keduanya tengah dirawat di RS Pusat Infeksi Sulianti Saroso, Jakarta Utara. Sebelumnya Kementerian Kesehatan telah menyiapkan rumah sakit rujukan bagi pasien terindikasi virus corona.","""Kita punya 100 rumah sakit rujukan, sudah disiapkan. Ini akan diperluas,"" kata Dirjen Pelayanan Kesehatan, Bambang Wibowo, saat dijumpai di Kantor Kemeterian Kesehatan, Jl HR Rasuna Said, Jakarta Selatan, Senin (2/3/2020).",Rumah sakit rujukan yang dipersiapkan untuk wabah , sama dengan RS yang ditunjuk untuk rujukan wabah flu burung beberapa waktu lalu. Berikut daftarnya.,RSU Dr. Zainoel Abidin Banda Aceh,RSU Cut Meutia Lhokseumawe,RSU H. Adam Malik Medan,RSU Kabanjahe,RSU Pematang Siantar,RSU Tarutung,RSU Padang Sidempuan,RSU Dr. M. Jamil Padang,RSU Dr. Achmad Mochtar,RSU Arifin Ahmad Pekan Baru,RSU Kab. Karimun,RSU Tanjung Pinang,RSU Puri Husada,RSU Dumai,		,"

        ","
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 25 Feb 2020 15:34 WIB",Penampakan Terkini Lorong RS Husada yang Viral Saat Kebanjiran,https://health.detik.com/berita-detikhealth/d-4913774/penampakan-terkini-lorong-rs-husada-yang-viral-saat-kebanjiran?tag_from=news_beritaTerkait,Selain RS Cipto Mangunkusumo (,"), rumah sakit lain yang juga tergenang banjir pada Selasa (25/2/2020) pagi adalah RS Husada. Terletak di kawasan Mangga Besar, Jakarta Pusat, rumah sakit ini sempat ", saat lorongnya kebanjiran.,"Pantauan detikcom pada pukul 15:20, sudah tidak ada genangan di lokasi tersebut. Namun seorang kerabat pasien yang menginap membenarkan bahwa genangan sempat terjadi di rumah RS Husada, sebagaimana viral di media sosial.",Namun genangan semata kaki masih ditemukan pada sejumlah ruans jalan yang menjadi akses menuju rumah sakit tersebut. Beberapa kendaraan roda dua maupun roda empat masih bisa melintasinya.,"Sementara itu, RSCM menyebut drainase sebagai salah satu faktor penyebab banjir. ", yang tersedia tidak bisa mengantisipasi curah hujan yang sangat tinggi.,"""Selama ini kita belum pernah mengalami curah yang sedemikian besar sehingga apa yang kami miliki ternyata dengan kondisi luar biasa tadi malam itu tidak cukup. Meskipun kami sudah siaga empat pompa,"" kata Direktur Utama RSCM, dr Lies Dina Liastuti.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 02 Mar 2020 16:00 WIB",Ini Kandungan Hand Sanitizer untuk Cegah Gejala Corona,https://health.detik.com/berita-detikhealth/d-4921998/ini-kandungan-hand-sanitizer-untuk-cegah-gejala-corona,"Selain mencuci tangan dengan sabun,"," juga bisa menjaga kebersihan tangan. Langkah ini dilakukan guna mencegah gejala corona semakin menyebar, khususnya di Indonesia.",Hand sanitizer adalah pengganti sabun cuci tangan praktis. Kandungan hand sanitizer telah disempurnakan untuk membersihkan tangan untuk membunuh kuman.,"Seperti diketahui, Presiden Joko Widodo (Jokowi) telah mengkonfirmasi dua orang Warga Negara Indonesia (WNI) positif terjangkit virus corona. Saat ini, kedua pasien tersebut telah diisolasi di RSPI Sulianti Saroso, Sunter, Jakarta Utara.","Dikutip dari CDC, mencuci tangan menggunakan ","dilakukan bila tidak ada air. Adapun, hand sanitizer yang mesti digunakan harus mengandung 60% alkohol.","Saat ini, beberapa tempat publik seperti perkantoran, MRT, hingga rumah sakit telah menyediakan hand sanitizer gratis. Biasanya, hand sanitizer tersebut ditempel pada beberapa sisi dinding sehingga mudah untuk diambil dan mencegah gejala corona.","di Indonesia sendiri telah banyak bentuknya. Ada yang berbentuk gel, busa, hingga cairan spray. Sehingga masyarakat bisa mencegah tubuh dari gejala corona.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 02 Mar 2020 15:40 WIB","RSPI Sulianti Saroso Rawat 4 Pasien COVID-19, 2 Positif dan 2 Negatif",https://health.detik.com/berita-detikhealth/d-4921947/rspi-sulianti-saroso-rawat-4-pasien-covid-19-2-positif-dan-2-negatif, saat ini tengah merawat 4 pasien di ruangan isolasi. Sebanyak 2 pasien positif , COVID-19 yang diketahui berasal dari Depok dan 2 pasien lainnya negatif.,"Berdasarkan pantauan detikcom, yang berada di ruang isolasi berjenis kelamin 2 pria dan 2 wanita. Kedua pasien wanita ini yang berasal dari Depok.","""2 pasien (pria) itu negatif tapi masih ada di ruang isolasi. Sedang menunggu hasil tes keduanya,"" ujar Direktur Utama Rumah Sakit Penyakit Infeksi (RSPI) Prof. Dr. Sulianto Saroso, dr. Mohammad Syahril, Sp.P, pada Senin (2/3).",Dua pasien pria yang dirawat sebelumnya sudah dipastikan negatif dari ,", namun masih dalam status Orang Dalam Pemantauan (ODP). Tapi, akan dipastikan kembali jika hasil tes kedua sudah keluar.","""Hasilnya akan keluar kemungkinan besok pagi. Jika baik, maka akan dipulangkan,"" imbuhnya.",Keempat pasien saat ini di rawat di ruang isolasi yang berada di lantai 1 RSPI Sulianti Saroso dan di gedung yang berbeda dengan pasien lain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 02 Mar 2020 15:30 WIB",Pasien Positif Corona Asal Depok Bakal Dipulangkan Kalau Lolos Tes Ini,https://health.detik.com/berita-detikhealth/d-4921929/pasien-positif-corona-asal-depok-bakal-dipulangkan-kalau-lolos-tes-ini,Dua pasien positif , COVID-19 yang saat ini telah dirawat di RSPI Sulianti Saroso dijadwalkan akan melakukan tes swab kedua. Tes tersebut akan dilakukan 5 hari mendatang.,"""Sudah dites sebelumnya, kondisinya baik dan sehat. Nanti akan dites swab lagi 5 hari mendatang,"" kata ", Agus Putranto di ,", Senin (2/3).","Menkes mengatakan jika setelah tes kedua dinyatakan negatif dan keadaannya baik, kedua pasien akan dipulangkan.","""Hasilnya coba dihitung sendiri berapa hari setelah tes kedua itu. Kalau kondisinya baik, ya dipulangkan,"" jelasnya.","Menurut Menkes Terawan, masa inkubasi bisa lebih cepat ataupun lambat tergantung kondisi pasien. Jika kondisi baik, maksimal 14 hari bahkan bisa kurang dari jumlah itu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minggu, 01 Mar 2020 15:59 WIB",Terpopuler Sepekan: Wakil Presiden Iran Positif Virus Corona COVID-19,https://health.detik.com/berita-detikhealth/d-4920753/terpopuler-sepekan-wakil-presiden-iran-positif-virus-corona-covid-19,"Baru-baru ini Wakil Presiden Iran untuk Urusan Wanita dan Keluarga, ",", dikabarkan terinfeksi virus corona (COVID-19). Sebelumnya, Wakil Menteri Kesehatan Iraj Harirchi juga dikabarkan terinfeksi.","Penyebaran virus corona di Timur Tengah terus meningkat. Di Iran, angka infeksi virus corona mencapai 254 orang. Mengutip ",", Kamis (27/2/2020), kasus virus corona (",) di Iran sudah menewaskan 26 orang.,Dikutip dari ,", total ada 86.529 kasus virus corona secara global, 2.979 kematian, dan 41.958 orang yang dinyatakan sembuh pada hari Minggu (1/03/2020). Sebanyak 61 negara telah mengonfirmasi adanya temuan infeksi virus corona dengan 5 tertinggi adalah China, Korea Selatan, Italia, Iran dan Jepang.",Selain Masoumeh dan Iraj ada beberapa pejabat lain di Iran yang dikabarkan positif terinfeksi ," (COVID-19). Di antaranya termasuk anggota parlemen Mojtaba Zolnour, Mahmoud Sadeghi, Walikota Morteza Rahmanzadeh, kepala tim penanganan virus corona Mohamad Reza Ghadir, dan mantan duta Iran untuk Vatikan Hadi Khosroshahi.",Media pemerintah Iran melaporkan Hadi Khosroshahi khususnya telah meninggal dunia di usia 81 tahun akibat virus. Menurut , (WHO) jumlah kasus baru belakangan lebih banyak datang dari luar China.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 11 Feb 2020 17:11 WIB","Tramadol, Psikotropika yang Diamankan Bersama Lucinta Luna",https://health.detik.com/berita-detikhealth/d-4894928/tramadol-psikotropika-yang-diamankan-bersama-lucinta-luna,Artis , hari ini (11/2) diamankan polisi di Apartemen Thamrin City. Ia diamankan bersama 3 orang lainnya.,"""Pada saat penggeledahan di apartemen tersebut berhasil diamankan 3 ekstasi, tapi di keranjang sampah,"" kata Kabid Humas Polda Metro Jaya Kombes Yusri Yunus kepada wartawan di Mapolda Metro Jaya, Jl Sudirman, Jakarta, Selasa (11/2/2020).","""Kedua juga didapat ada jenis obat, pertama tramadol dan riklona, ini obat penenang yang masuk ke psikotropika,"" ujar Kombes Yusri.",Tramadol merupakan obat , yang digunakan untuk mengobati nyeri sedang hingga berat pada orang dewasa. , ini ditujukan untuk pengobatan rasa nyeri yang berkepanjangan.,"Namun, jika salah gunakan bisa menimbulkan berbagai macam efek samping, seperti yang dikutip dari Drug.com.",1. Alergi atau gatal-gatal,2. Sulit bernapas,3. Bengkak di wajah dan tenggorokan,4. Demam,5. Sakit tenggorokan,6. Muncul rasa terbakar di mata atau mata menjadi ungu,"7. Kulit memerah, sakit, dan muncul ruam seperti melepuh serta mengelupas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 13 Feb 2020 22:00 WIB","Ciri-ciri Gender Dysphoria, Kondisi Medis yang Dialami Lucinta Luna",https://health.detik.com/berita-detikhealth/d-4898428/ciri-ciri-gender-dysphoria-kondisi-medis-yang-dialami-lucinta-luna,Sebelum melakukan , diketahui ," memang sudah berperilaku layaknya perempuan sejak berusia 5 tahun. Setelah dilakukan identifikasi, ternyata Lucinta didiagnosa mengidap gender dysphoria.",Tentu seseorang yang mengidap gender dysphoria memiliki ciri-ciri tertentu. Uniknya ciri-ciri yang terjadi pada setiap kalangan usia itu berbeda-beda.,"Berikut ini adalah ciri-ciri gender dysphoria pada usia anak, remaja, dan dewasa seperti yang dikutip dari ","Ciri-ciri gender dysphoria pada anak-anak, yaitu:",1. Timbulnya rasa keinginan untuk menjadi gender lain.,"2. Pada anak laki-laki timbul rasa penasaran untuk mengenakan pakaian wanita, dan enggan mengenakan pakaian yang terkesan maskulin.","3. Pada anak perempuan lebih suka mengenakan pakaian laki-laki, dan enggan mengenakan pakaian yang feminim.",4. Memiliki khayalan yang kuat menjadi lintas gender.,"Tak jauh berbeda dengan yang terjadi pada usia anak, berikut ciri-ciri gender dysphoria pada remaja dan dewasa, seperti:",1. Keinginan kuat untuk merubah kebiasaan gender yang dimilikinya saat ini.,2. Keinginan untuk diperlakukan sebagai gender lain yang diinginkan.,3. Keinginan yang kuat untuk memiliki berbagai macam sifat dari gender yang diimpikannya.,4. Keinginan untuk memiliki bentuk fisik seperti pada gender yang diinginkan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 02 Mar 2020 14:39 WIB",Cara Tetap Sehat dan Strong di Musim Penghujan,https://health.detik.com/berita-detikhealth/d-4921844/cara-tetap-sehat-dan-strong-di-musim-penghujan?tag_from=news_beritaTerkait,"Memasuki bulan Maret, dilansir dari",", curah hujan di berbagai daerah Indonesia masih tinggi. Dengan curah hujan seperti itu, ancaman penyakit juga semakin meningkat. Demam berdarah, infeksi pencernaan, demam, dan flu adalah beberapa penyakit yang sering muncul di masyarakat saat curah hujan tinggi.","Menghadapi hal ini, diperlukan tindakan preventif agar terhindar dari bibit-bibit penyakit ini. Nah, apa saja yang harus kamu lakukan untuk mencegahnya? Simak tips tetap sehat seperti dilansir ", berikut ini.,Jaga kesehatan tubuh dengan makan makanan yang bergizi dan jangan lupa untuk minum air putih sesuai dengan kebutuhan harian tubuh. Jangan biarkan imun tubuh kamu melemah dan penyakit menyerang kamu. Hindari juga jajan sembarangan yang tidak terjamin kebersihannya.,"Penyebab penyakit, seperti nyamuk, banyak muncul di tempat-tempat yang kotor. Bersihkan rumah dan lingkungan sekitar kamu secara rutin. Jangan menyimpan air di tempat terbuka dalam waktu lama, karena akan menarik nyamuk untuk berkembang biak di sana.","Ketika kamu merasa tidak enak badan, sebaiknya segera pergi ke dokter dan jangan menundanya sampai parah. Apalagi sekarang, kamu bisa konsultasi dengan dokter lebih mudah melalui GrabHealth. Mulai tanya jawab online dengan dokter profesional, buat janji konsultasi, hingga membeli produk kesehatan bisa kamu lakukan disana.","Kamu juga tidak perlu ragu, karena Grabhealth bekerja sama dengan Good Doctor Technology Indonesia yang tidak diragukan lagi kualitasnya dan memiliki visi untuk menyediakan akses ke dokter dan spesialis bagi seluruh keluarga di Indonesia. GrabHealth juga bisa diakses setiap saat selama 24 jam setiap hari. Jadi sekarang kamu tidak ada alasan lagi untuk abai dengan kesehatanmu, ya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 11 Feb 2020 17:40 WIB","Sering Ada di Kasur, Ini Cara Usir Tungau Penyebab Gatal-gatal",https://health.detik.com/berita-detikhealth/d-4895014/sering-ada-di-kasur-ini-cara-usir-tungau-penyebab-gatal-gatal,"Tungau atau kutu adalah hewan kecil tak kasat mata yang sering mendiami tempat tidur. Walaupun tidak pernah terlihat, namun kehadirannya sering membuat jengkel karena membuat badan terasa gatal-gatal.","Dilansir dari CNN Indonesia, tungau atau dalam bahasa ilmiahnya D. Pteronyssinus adalah makhluk yang sering kali menjadi biang kerok gatal-gatal","di ranjang, bahkan sampai menyebabkan asma yang pada seseorang. Ukurannya mikroskopis, hanya 0,1 hingga 0,3 milimeter dan hidup di tempat-tempat lembab dalam sudut-sudut rumah. Lalu bagaimana caranya untuk mengusir si makhluk nakal ini? Tentunya ada beberapa cara yang bisa dilakukan, antara lain,","Sprei kasur atau lapisan yang menutupi kasur harus diganti minimal 1 minggu sekali guna mengusir tungau. Namun tidak hanya diganti saja, sprei tersebut juga harus dicuci menggunakan air hangat untuk mengusir binatang kecil tersebut.","Vacuum cleaner sangat berguna untuk mengusir tungau, gunakanlah sedotan yang besar dan juga rajin-rajinlah untuk membersihkan vacuum cleaner tersebut. Sebab apabila jarang untuk dibersihkan maka debu-debu yang ada akan menumpuk di dalam alat vacuum cleaner","Bila tidak memiliki waktu untuk mengusir tungau yang bersarang di kasur, cobalah untuk menggunakan jasa layanan online yang mampu untuk mengusir tungau. Salah satu jasa layanan online yang bisa digunakan adalah Grab Clean and Fix.","Dengan Grab Clean and Fix, kasur akan bebas dari tungau dan kita pun dapat melanjutkan aktivitas yang lainnya tanpa harus memikirkan kehadiran si binatang kecil penuh onar tersebut 'menyapa' di malam hari.","Segara buka aplikasi Grab, lalu pilih Grab Clean and Fix dan pilih 'Sedot Tungau'. Penyedia jasa yang sudah terverifikasi akan langsung datang dan menyedot semua tungau yang hinggap di kasur!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 30 Des 2019 22:48 WIB",Obat-obatan yang Wajib Ada di Kotak Obat Selama Liburan Akhir Tahun,https://health.detik.com/berita-detikhealth/d-4840885/obat-obatan-yang-wajib-ada-di-kotak-obat-selama-liburan-akhir-tahun,"Jelang akhir tahun, masyarakat Indonesia disibukkan dengan kegiatan mengisi waktu luang. Mulai dari berkunjung ke luar kota hingga ke luar negeri. Untuk menjamin kesehatan anggota keluargamu pastikan kamu telah menyediakan obat-obatan yang tepat selama waktu liburan akhir tahun.","Diare merupakan penyakit yang paling umum terjadi, yang dimana penderitanya akan merasa tidak nyaman dan mengharuskan dirinya untuk bolak-balik ke kamar kecil. Tentu kamu tidak mau hal ini terjadi selama liburanmu bukan?","Asiknya liburan terkadang membuat orang sampai lupa harus makan. Memang pada setiap jalan-jalan kamu pasti menempatkan tempat makan paling hits di kota tujuanmu paling atas, tetapi untuk menghindari hal-hal yang tidak diinginkan seperti lamanya mencari tempat makan tersebut atau tutupnya tempat itu, obat maag menjadi solusi yang tepat untuk mencegah asam lambung muncul.","Dari obat-obat yang sudah tertera di atas, kamu dapat mendapatkannya di apotek-apotek terdekat. Kamu pun juga bisa membelinya lewat fitur terbaru dari Grab yaitu GrabHealth yang berkolaborasi dengan Good Doctor.","Jadi untuk penuhi kesehatanmu selama liburan akhir tahun, GrabHealth bisa jadi solusi untuk kesehatan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 13 Jan 2020 16:37 WIB",Cari Tahu Gizi Seimbang Berhadiah Voucer Belanja Rp 100 ribu,https://health.detik.com/berita-detikhealth/d-4857323/cari-tahu-gizi-seimbang-berhadiah-voucer-belanja-rp-100-ribu,"Setiap orang mengharapkan raga dan jasmani yang sehat. Namun tidak semuanya bisa menjalani hidup dengan gizi yang baik dan seimbang demi tubuh sehat. Banyak cara untuk memperoleh gizi yang baik dan seimbang, di antaranya makan teratur, mengonsumsi buah dan sayur, dan juga menjaga berat badan kamu agar tetap ideal.","Kalau kamu masih bimbang soal gaya hidup kamu, GrabHealth mengajakmu mengecek",sudahkah kamu sudah menerapkan pola hidup sehat dan seimbang. Caranya sebagai berikut.,"Periode ini berlaku dari 11 - 24 Januari 2020. Yuk tunggu apa lagi, kenali konsumsi gizimu lebih baik bersama GrabHealth powered by Good Doctor dan kamu pun bisa mendapat total voucher 100rb langsung untuk belanja produk kesehatan di GrabHealth.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 28 Jan 2020 08:37 WIB","Jadi Andalan Menangkal Virus Corona, Begini Cara Kerja Thermal Scanner",https://health.detik.com/berita-detikhealth/d-4875853/jadi-andalan-menangkal-virus-corona-begini-cara-kerja-thermal-scanner,"Umumnya setiap ada wabah penyakit yang mengancam orang banyak, pendeteksian dilakukan dengan menggunakan ",". Kementerian Kesehatan RI pun sudah menyiapkan alat deteksi ini di 135 pintu masuk negara, untuk pencegahan penularan virus corona 2019-nCoV asal Wuhan, China.",Apa saja yang dapat dideteksi dari thermal scanner ini?,"Menurut ahli penyakit tropik dan infeksi, dari Fakultas Kedokteran Universitas Indonesia (FKUI), dr Adityo Susilo, SpPD-KPTI, thermal scane berfungsi sebagai pendeteksi suhu tubuh.","""Jadi prinsip thermal scanner itu adalah untuk mendeteksi orang-orang yang melewati scanner itu dan memiliki "," di atas suhu tubuh yang normal. Demamnya karena apa itu nanti yang dicari lagi,"" kata Aditya kepada detikcom baru-baru ini.","Menurutnya seseorang bisa dikatakan demam apabila suhu tubuhnya melewati rata-rata suhu tubuh normal, yaitu 37,5 derajat celcius. Ketika suhu tubuh sudah naik, dan memiliki riwayat pergi ke China maka harus hati-hati.",Aditya pun menjelaskan bahwa thermal scanner tidak sepenuhnya efektif 100 persen untuk mendeteksi seseorang terinfeksi virus corona ini.,"""Kalau misalnya ditanya apakah akan efektif 100 persen, tentu saya jawab nggak. Kenapa? Karena, orang "," penyebabnya bisa macam-macam sekali, tapi minimal dia akan ditahan di situ untuk dicek periksa kesehatannya,"" pungkasnya.","Diwawancara terpisah, Kepala Kantor Kesehatan Pelabuhan Kelas I dr Anas Ma'ruf mengatakan thermal scanner, sesuai namanya, hanya dipergunakan untuk mendeteksi suhu saja. Namun pengecekan di bandara tidak sebatas thermal scan saja.","""Selain kita mengawasi suhu, kita mengawasi tanda dan gejala. jadi bukan penyakitnya yang terdeteksi tapi lebih ke pendeteksian suhu tubuh, belum spesifik,"" pungkas dr Anas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
